Tramite,Secretaria,Dependencia,Tiempo_en_minutos,CONTEO_NETO,N_FORMATOS_FINAL,nivel_digitalizacion,costo,cluster,indice_z
Caja general del Sistema DIF Hidalgo,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,10.0,0.0,0.0,,0.0,1,-0.6661629611953857
Capacitar con temas gerontológicos a los enlaces y/o personas que estén al frente de grupos de personas adultas mayores de los diferentes DIF Municipales.,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,7200.0,1.0,0.0,,0.0,1,-0.24457940233265818
Centros de Desarrollo Comunitario Urbanos (CDC),Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,0.0,0.0,,0.0,1,-0.40224166154945956
"Acompañamiento, asistencia y seguimiento de proyectos de inversión",Secretaría de Desarrollo Económico,Secretaría de Desarrollo Económico,60.0,0.0,1.0,Nivel 3.1,0.0,1,-0.7363833952314829
Comercialización de prendas no desempeñadas,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,0.0,0.0,,0.0,1,-0.40224166154945956
Credencialización para Personas con Discapacidad Permanente,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,3.0,0.0,,0.0,1,-0.28419348032909486
"Apoyo con Estudios de gabinete, laboratorio y medicamentos",Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,1.0,0.0,Nivel 1,0.0,1,-0.4609610010030646
Apoyo de Gastos Funerarios,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,3.0,0.0,,0.0,1,-0.28419348032909486
Jornadas Médicas de Subespecialidad,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,2.0,1.0,Nivel 1,0.0,1,-0.33468276276044745
Ayudas Técnicas,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,0.0,0.0,Nivel 1,0.0,1,-0.4609610010030646
Servicio de Atención Psicológica,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,0.0,0.0,Nivel 1,0.0,1,-0.4609610010030646
Servicio de Estacionamiento Plaza Independencia Reloj Monumental,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,0.0,0.0,,0.0,1,-0.40224166154945956
Licencia de Uso de Suelo,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,30.0,8.0,2.0,Nivel 1,1.0,0,0.9034569337039644
Taller Laboratorio de Órtesis y Prótesis,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,2.0,0.0,Nivel 1,0.0,1,-0.34291281978269994
Consulta Médica en el Servicio de Urgencias en el Hospital del Niño DIF Hidalgo,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,1.0,0.0,Nivel 1,0.0,1,-0.4609610010030646
Por actualización o reexpedición de órdenes de escrituración,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,30.0,4.0,1.0,,1.0,2,0.1850328548730277
Autorización de Fusión,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,20.0,7.0,1.0,Nivel 1,1.0,2,0.3730446337896903
Autorización de Subdivisión,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,25.0,6.0,2.0,Nivel 1,1.0,0,0.6447726330537453
Autorización de Fraccionamiento,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,30.0,14.0,1.0,Nivel 1,1.0,2,0.7453837616589836
Por trámite de avalúo y traslado de Dominio de la Comisión Estatal de Vivienda,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,30.0,5.0,1.0,,1.0,2,0.1850328548730277
Entrega de paquetes de Conejos.,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,2880.0,1.0,1.0,Nivel 2,0.0,1,-0.46701822969444107
Albergue del Hospital del Niño DIF Hidalgo,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,0.0,0.0,Nivel 1,0.0,1,-0.4609610010030646
Autorización de Relotificación de Fraccionamiento,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,20.0,8.0,1.0,Nivel 1,1.0,2,0.3730446337896903
Alerta AMBER en Hidalgo,Procuraduría General de Justicia,Procuraduría General de Justicia,10.0,4.0,0.0,Nivel 3.5,0.0,1,-0.7243247917056849
Autorización de Protocolización,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,20.0,4.0,1.0,Nivel 1,0.0,1,-0.32230790238773677
Autorización de Venta de Lotes,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,25.0,10.0,1.0,Nivel 1,1.0,2,0.38674199810379595
Autorización de Régimen de Propiedad en Condominio,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,30.0,11.0,1.0,Nivel 1,1.0,2,0.7453837616589836
Inscripción UTTT,Secretaría de Educación Pública,Universidad Tecnológica de Tula-Tepeji,15.0,3.0,0.0,Nivel 1,1.0,2,-0.14700738002920205
Búsqueda de documentos en archivo y expedición de copias,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,15.0,1.0,1.0,,1.0,2,-0.19810616477370915
Expedición de constancias de Propiedad y/o Posesión,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,30.0,4.0,1.0,,1.0,2,0.1850328548730277
Dictamen de Estudio de impacto Urbano y Vial,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,30.0,4.0,1.0,Nivel 1,1.0,2,0.12631351541942265
Reposición de Acta Entrega,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,30.0,3.0,1.0,Nivel 1,1.0,2,-0.10851184902514902
Copias Certificadas y Simples,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,20.0,1.0,1.0,Nivel 1,1.0,2,-0.2393853035425421
Copia de Plano,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,30.0,1.0,1.0,,1.0,2,-0.1678406907919086
Elaboración de Croquis de Localización por Lote,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,30.0,1.0,1.0,,1.0,2,-0.1678406907919086
Marcado de lotes,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,30.0,1.0,1.0,,1.0,2,-0.1678406907919086
Entrega física del lote por segunda vez,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,30.0,1.0,1.0,,1.0,2,-0.1678406907919086
Levantamiento Topográfico,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,30.0,1.0,1.0,,1.0,2,-0.1678406907919086
Capacitación Acuícola y Pesquera,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,43200.0,0.0,1.0,Nivel 2,0.0,1,-0.26896400199734255
Admisión UTVM,Secretaría de Educación Pública,Universidad Tecnológica del Valle del Mezquital,1440.0,1.0,0.0,Nivel 1,1.0,2,-0.02516485649293365
Solicitud de baja temporal ó toma muerta del servicio de agua potable.,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado del Sistema Valle del Mezquital,1440.0,0.0,1.0,,0.0,1,-0.394011604527207
Director Responsable y Corresponsable Modalidad Registro de DRyC,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,30.0,5.0,2.0,Nivel 1,1.0,0,0.6439005420366681
Instalación física de toma de agua potable.,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión de Agua y Alcantarillado del Sistema Valle del Mezquital,1440.0,1.0,0.0,,0.0,1,-0.40224166154945956
"Asesoría de la Incubadora de Empresas del ICATHI, para iniciar o fortalecer un negocio",Secretaría de Trabajo y Previsión Social,Instituto de Capacitación para el Trabajo del Estado de Hidalgo,60.0,1.0,0.0,Nivel 1,1.0,2,-0.19137862883639425
Inscripción COBAEH,Secretaría de Educación Pública,Colegio de Bachilleres del Estado de Hidalgo,10.0,6.0,0.0,Nivel 1,1.0,2,0.06378738952607652
Constancia de Persona Concesionaria y/o Permisionaria,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,30.0,2.0,1.0,,1.0,2,-0.04979250957154395
Inscripción UTVM,Secretaría de Educación Pública,Universidad Tecnológica del Valle del Mezquital,1440.0,2.0,0.0,Nivel 1,1.0,2,0.09288332472743101
Reinscripción UTVM,Secretaría de Educación Pública,Universidad Tecnológica del Valle del Mezquital,1440.0,1.0,0.0,Nivel 1,1.0,2,-0.02516485649293365
Otorgamiento o Renovación de Permisos del Servicio Privado y Complementario de Transporte de Personas y Bienes,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,30.0,10.0,1.0,,1.0,2,0.44458924654032383
Mediación y Conciliación en Materia Penal,Procuraduría General de Justicia,Procuraduría General de Justicia,15.0,2.0,0.0,Nivel 3.1,0.0,1,-0.7002422034465431
Inscripción UTT,Secretaría de Educación Pública,Universidad Tecnológica de Tulancingo,2880.0,1.0,0.0,Nivel 4.2,1.0,3,-0.6853648761962184
Admisión UTT,Secretaría de Educación Pública,Universidad Tecnológica de Tulancingo,2880.0,3.0,0.0,Nivel 4.2,1.0,3,-0.5673166949758538
Inscripción UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,30.0,4.0,1.0,Nivel 2,1.0,2,0.06759417596581761
Reinscripción UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,15.0,2.0,0.0,Nivel 1,1.0,2,-0.14700738002920205
Certificado de Normas Técnicas de Competencia Laboral en CONALEPH,Secretaría de Educación Pública,Colegio de Educación Profesional Técnica del Estado de Hidalgo,1440.0,2.0,0.0,Nivel 3.1,1.0,2,-0.024555354179779165
Autorización para el trabajo de mayores de 15 años y menores de 16,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,259200.0,4.0,2.0,,0.0,0,0.9629165134208529
Inscripción a cursos de inglés,Secretaría de Educación Pública,Instituto Hidalguense de Educación,40.0,2.0,1.0,Nivel 1,1.0,2,-0.09058094958940086
Certificado de no Propiedad (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,8640.0,1.0,2.0,,1.0,0,0.7287253546773564
Certificado de Única Propiedad (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,8640.0,1.0,2.0,Nivel 3.5,1.0,0,0.317689978502121
Informes sobre Inscripción de Testamentos (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,1.0,2.0,Nivel 3.5,1.0,0,0.34636964549136845
Inscripción de Accesión de Terrenos Rústicos (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,7.0,1.0,Nivel 3.5,1.0,3,0.44121255620635547
"Inscripción de Actos Mercantiles, Rectificación (Registro Público de la Propiedad y del Comercio)",Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,3.0,1.0,Nivel 3.5,1.0,3,-0.05316919990551239
Inscripción de Contratos que transmiten la Propiedad de Muebles con Limitaciones. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,2.0,1.0,Nivel 3.5,1.0,3,-0.05316919990551239
Inscripción de Escrituras Constitutivas de Personas Morales o Modificaciones de Capital (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,1.0,1.0,Nivel 3.5,1.0,3,-0.17121738112587703
Impartición de Justicia en Conflictos Laborales del Sector Privado,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,259200.0,0.0,0.0,Nivel 1,0.0,1,0.025506544662813636
Impartición de justicia de conflictos laborales del sector público,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,518400.0,1.0,0.0,Nivel 1,0.0,1,0.06996073185061569
Celebración de Convenios Fuera de Juicio de los trabajadores al Servicio de los Gobiernos Estatal y Municipal.,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,259200.0,1.0,0.0,,0.0,1,0.0842258841164187
"Registro de Sindicatos, Expedición de la Toma de Nota y Registro de Condiciones Generales de Trabajo de los Sindicatos al Servicio de los Gobiernos Estatal y Municipal del Estado de Hidalgo.",Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,518400.0,1.0,0.0,Nivel 1,0.0,1,0.06996073185061569
Tramitación de la Declaración de Beneficiarios de trabajadores al Servicio de los Gobiernos Estatal y Municipal.,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,259200.0,0.0,1.0,Nivel 1,0.0,1,0.03373660168506607
Acuerdo que autoriza o niega el reconocimiento de validez oficial de estudios de tipo superior. (RVOE),Secretaría de Educación Pública,Secretaría de Educación Pública,86400.0,5.0,1.0,Nivel 2,1.0,2,0.5641592568015328
Registro y cotejo de documentos de alumnos inscritos en nivel licenciatura y posgrado,Secretaría de Educación Pública,Secretaría de Educación Pública,1440.0,3.0,1.0,Nivel 1,1.0,2,0.10111338174968347
Expedición de certificado de defunción,Secretaría de Salud,Secretaría de Salud,60.0,0.0,1.0,Nivel 1,0.0,1,-0.6189447163242727
Inscripción de Poderes Civiles y Sustituciones (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,2.0,1.0,Nivel 3.5,1.0,3,-0.05316919990551239
Regularización de la propiedad,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,20.0,0.0,1.0,,1.0,2,-0.18066596408893704
Inscripción por Constitución del Patrimonio Familiar. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,2.0,1.0,,1.0,2,0.35786617626972306
Ratificación de firmas. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,2.0,1.0,,1.0,2,0.35786617626972306
Reinscripción ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,19.0,2.0,0.0,Nivel 1,1.0,2,-0.13269628841074965
Inscripción de alumnos a educación primaria. (de 2° a 6° grado),Secretaría de Educación Pública,Instituto Hidalguense de Educación,1440.0,3.0,0.0,Nivel 1,0.0,1,-0.34291281978269994
Sustitución del Cargo de Albacea. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,21600.0,2.0,1.0,,1.0,2,0.35786617626972306
Equivalencia de Estudios de Educación Media Superior,Secretaría de Educación Pública,Secretaría de Educación Pública,7200.0,5.0,1.0,Nivel 4.1,1.0,3,-0.15231172857859926
Revalidación de Estudios de Educación Media Superior,Secretaría de Educación Pública,Secretaría de Educación Pública,7200.0,5.0,1.0,Nivel 4.1,1.0,3,-0.15231172857859926
CURP (Clave Única de Registro de Población),Secretaría de Educación Pública,Instituto Hidalguense de Educación,2.0,1.0,0.0,Nivel 1,0.0,1,-0.5268254190486005
Registro de una institución de educación media superior y superior,Secretaría de Educación Pública,Secretaría de Educación Pública,2880.0,7.0,1.0,Nivel 2,1.0,2,0.5812078521479223
Registro Profesional Estatal,Secretaría de Educación Pública,Secretaría de Educación Pública,60.0,7.0,5.0,Nivel 2,1.0,0,1.399431541014415
Carta de No Inconveniente para Incorporación a una Institución Educativa,Secretaría de Educación Pública,Secretaría de Educación Pública,43200.0,6.0,1.0,,1.0,2,0.6371443670849348
Informe de antecedentes profesionales,Secretaría de Educación Pública,Secretaría de Educación Pública,2880.0,1.0,1.0,Nivel 2,1.0,2,-0.031222085184310223
Registro como unidad receptora de servicio social,Secretaría de Educación Pública,Secretaría de Educación Pública,1440.0,2.0,1.0,Nivel 4.1,0.0,3,-0.980595496750103
Registro de Colegio de Profesionistas y Federación,Secretaría de Educación Pública,Secretaría de Educación Pública,7200.0,3.0,1.0,Nivel 2,1.0,2,0.20005630151287973
Ampliaciones de autorizaciones para profesionistas,Secretaría de Educación Pública,Secretaría de Educación Pública,60.0,3.0,2.0,Nivel 2,1.0,0,0.3937672965698634
Servicio Médico Hospitalario,Secretaría de Salud,Secretaría de Salud,2880.0,3.0,0.0,Nivel 1,1.0,2,0.137315378467407
Por la actualización de opiniones técnicas de factibilidad,Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,43200.0,0.0,0.0,Nivel 1,1.0,2,0.21732142494414095
Por la impartición de cursos de capacitación a personas físicas o morales del sector privado,Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,43200.0,0.0,0.0,Nivel 1,1.0,2,0.21732142494414095
Atención Integral a personas adultas mayores de 60 años en el Centro Estatal de Atención Geriátrica Integral (CESAGI),Secretaría de Salud,Secretaría de Salud,120.0,0.0,0.0,Nivel 1,1.0,2,-0.14745217287955184
Atención Integral a Mayores de 20 años con Enfermedades Crónico-Degenerativas (UNEME EC),Secretaría de Salud,Secretaría de Salud,2880.0,2.0,1.0,Nivel 1,0.0,1,-0.29025070902047145
Permiso de Libros de Control de Estupefacientes y Psicotrópicos,Secretaría de Salud,Secretaría de Salud,7200.0,4.0,0.0,Nivel 1,0.0,1,0.04957480387867301
Certificado de Calidad del Agua de Sistemas Públicos y Privados,Secretaría de Salud,Secretaría de Salud,86400.0,2.0,0.0,Nivel 1,1.0,2,0.3798231747883136
Titulación UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,25.0,6.0,0.0,Nivel 4.1,1.0,3,-0.5269571845754084
Solicitud de Licencia Sanitaria para servicios urbanos de fumigación y control de plagas.,Secretaría de Salud,Secretaría de Salud,86400.0,2.0,0.0,Nivel 1,1.0,2,0.3798231747883136
Reinscripción UTHH,Secretaría de Educación Pública,Universidad Tecnológica de la Huasteca Hidalguense,20.0,3.0,2.0,,1.0,0,0.45496924374867315
Asesorías Complementarias Intersemestrales CONALEPH,Secretaría de Educación Pública,Colegio de Educación Profesional Técnica del Estado de Hidalgo,1440.0,1.0,1.0,Nivel 1,1.0,2,-0.01693479947068117
Asesorías Complementarias Semestrales CONALEPH,Secretaría de Educación Pública,Colegio de Educación Profesional Técnica del Estado de Hidalgo,1440.0,1.0,1.0,Nivel 1,1.0,2,-0.01693479947068117
Cursos de capacitación,Secretaría de Educación Pública,Colegio de Educación Profesional Técnica del Estado de Hidalgo,1440.0,0.0,0.0,Nivel 3.1,1.0,2,-0.1426035354001438
Reposición de Credencial de CONALEPH,Secretaría de Educación Pública,Colegio de Educación Profesional Técnica del Estado de Hidalgo,1440.0,1.0,1.0,Nivel 1,1.0,2,-0.01693479947068117
Reposición de Certificado de terminación de estudios CONALEPH,Secretaría de Educación Pública,Colegio de Educación Profesional Técnica del Estado de Hidalgo,1440.0,3.0,1.0,Nivel 1,1.0,2,0.10111338174968347
"Opinión favorable para actividades relacionadas con armas, municiones, pólvoras y explosivos, artificios y substancias químicas relacionadas con explosivos.",Secretaría de Gobierno,Secretaría de Gobierno,388800.0,5.0,1.0,Nivel 1,1.0,2,0.8484103142570362
Acuerdo de Actualización del Plan y Programa de Estudios,Secretaría de Educación Pública,Secretaría de Educación Pública,28800.0,4.0,1.0,Nivel 1,1.0,2,0.5524216650281717
Expedición de la Carta de Opinión de Pertinencia de Planes y Programas de Estudios de tipo Superior solicitada ante la COEPEES,Secretaría de Educación Pública,Secretaría de Educación Pública,172800.0,3.0,1.0,Nivel 1,1.0,2,0.561576946256762
Programa de Atención Médica Contra Accidentes Para Escolares en el Hospital del Niño DIF Hidalgo,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,3.0,0.0,Nivel 1,0.0,1,-0.34291281978269994
Becas ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,34560.0,1.0,2.0,Nivel 1,0.0,0,0.2930316435913043
Por la elaboración de constancia de seguridad por unidad de transporte de materiales peligrosos,Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,43200.0,0.0,0.0,Nivel 1,1.0,2,0.21732142494414095
Inscripción a cursos de capacitación en línea del ICATHI,Secretaría de Trabajo y Previsión Social,Instituto de Capacitación para el Trabajo del Estado de Hidalgo,30.0,1.0,1.0,Nivel 1,1.0,2,-0.22656003024551366
"Autenticación de título, diploma o grado académico",Secretaría de Educación Pública,Secretaría de Educación Pública,7200.0,12.0,1.0,Nivel 1,1.0,2,1.1126712516506174
"Diseño, tendido y corte de tela para el ensamble de prendas de vestir en el ICATHI",Secretaría de Trabajo y Previsión Social,Instituto de Capacitación para el Trabajo del Estado de Hidalgo,60.0,1.0,0.0,Nivel 1,1.0,2,-0.19137862883639425
Atención médica.,Secretaría de Gobierno,Centro de Justicia Para Mujeres,60.0,0.0,0.0,,0.0,1,-0.5684554338929202
Admisión UTHH,Secretaría de Educación Pública,Universidad Tecnológica de la Huasteca Hidalguense,1460.0,3.0,1.0,,1.0,2,0.16071673263407016
Cancelación de Hipoteca y Reserva de Dominio,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,30.0,4.0,1.0,,1.0,2,0.1850328548730277
"Representación Legal a Trabajadores, Sindicatos y Beneficiarios",Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,259200.0,1.0,0.0,Nivel 1,0.0,1,0.025506544662813636
Denuncia y/o queja a posibles violaciones o incumplimientos a las norma de trabajo,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,21600.0,0.0,0.0,Nivel 1,0.0,1,-0.26292754593663
Emisión de estado de cuenta,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,30.0,2.0,1.0,Nivel 1,1.0,2,-0.10851184902514902
Reestructuración de crédito,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,45.0,1.0,1.0,,0.0,1,-0.578326077872075
Constancia de Viabilidad,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,30.0,7.0,2.0,Nivel 1,1.0,0,0.9034569337039644
Atención de trabajo social,Secretaría de Gobierno,Centro de Justicia Para Mujeres,50.0,0.0,0.0,,0.0,1,-0.5799385156548492
Prestación de servicios de Marketing Deportivo del Instituto Hidalguense del Deporte,Secretaría de Educación Pública,Instituto Hidalguense del Deporte,15.0,0.0,1.0,Nivel 1,1.0,2,-0.2568255042273142
Albergue Revolución,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,1440.0,0.0,0.0,,0.0,1,-0.40224166154945956
Autorización de cambio de titular del Centro de Verificación Vehicular,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,43200.0,0.0,2.0,,1.0,0,0.801857848037244
Permiso de Publicidad Modalidad A Productos y Servicios,Secretaría de Salud,Secretaría de Salud,21600.0,4.0,1.0,Nivel 1,1.0,2,0.5339722012606897
Solicitud de Visita de Verificación de materia prima y medicamentos que sean o contengan estupefacientes o psicotrópicos Modalidad A. Balance,Secretaría de Salud,Secretaría de Salud,43200.0,1.0,0.0,Nivel 1,0.0,1,-0.21847471956598996
"Reportes, Quejas y Sugerencias del Servicio Tuzobús",Secretaría de Movilidad y Transporte,Sistema de Transporte Masivo de Hidalgo,21600.0,2.0,1.0,Nivel 2,0.0,1,-0.19536864714761792
Expedición de Tarjetón para Personas Conductoras del Tuzobús,Secretaría de Movilidad y Transporte,Sistema de Transporte Masivo de Hidalgo,1440.0,13.0,2.0,Nivel 1,1.0,0,1.4725960190510616
Renovación del Tarjetón para Personas Conductoras del Tuzobús,Secretaría de Movilidad y Transporte,Sistema de Transporte Masivo de Hidalgo,1440.0,9.0,1.0,Nivel 1,1.0,2,0.5954951378615513
Centro de Expresión Juvenil,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,11520.0,0.0,0.0,,0.0,1,-0.21443952298468338
Inscripción 1er Semestre Bachillerato del Estado de Hidalgo,Secretaría de Educación Pública,Bachillerato del Estado de Hidalgo,30.0,5.0,0.0,Nivel 1,1.0,2,0.11808345839717016
Readmision UPH,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,30.0,1.0,1.0,Nivel 2,1.0,2,-0.28527936969911866
Examen de Recuperación UPH,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,30.0,1.0,0.0,,1.0,2,-0.17607074781416104
Bitácora de Operación de Equipos y Procesos Generadores de Emisiones a la Atmósfera,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,43200.0,2.0,0.0,,1.0,2,0.39408894561811064
Autorización en materia de impacto ambiental del transporte de residuos de manejo especial generados en procesos industriales y de servicios.,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,86400.0,7.0,1.0,Nivel 2,1.0,2,0.8237156484688288
Inscripción de registro de perito valuador (Catastral),Secretaría de Hacienda,Instituto Catastral,172800.0,2.0,2.0,Nivel 1,1.0,0,1.0791639728740077
Puntos Topográficos con referencia de localización.,Secretaría de Hacienda,Instituto Catastral,4320.0,2.0,1.0,,1.0,2,0.2847396200075317
Restitución fotogramétrica escala 1:1000.,Secretaría de Hacienda,Instituto Catastral,4320.0,0.0,1.0,,1.0,2,0.16669143878716708
"Constancias de calificaciones, reportes de evaluación y certificación de educación básica",Secretaría de Educación Pública,Instituto Hidalguense de Educación,5760.0,3.0,1.0,Nivel 4.1,1.0,3,-0.40144595811403583
Autorización para impartir educación inicial y/o básica en el estado,Secretaría de Educación Pública,Instituto Hidalguense de Educación,18720.0,2.0,3.0,Nivel 2,1.0,0,1.1421000177934104
Registro de Institución en el Catálogo de Centros de Trabajo de SEPH,Secretaría de Educación Pública,Instituto Hidalguense de Educación,20.0,2.0,1.0,Nivel 2,0.0,1,-0.6158526062859134
Becas de Educación Básica para escuelas públicas y particulares,Secretaría de Educación Pública,Instituto Hidalguense de Educación,21600.0,2.0,1.0,Nivel 4.1,0.0,3,-0.7825620416836686
Preinscripciones de Educación Básica,Secretaría de Educación Pública,Instituto Hidalguense de Educación,47520.0,1.0,0.0,Nivel 4.1,0.0,3,-0.858274964119811
Constitución de Grupos de Productores/as de Leche.,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,14400.0,5.0,1.0,Nivel 2,0.0,1,0.04353537906298706
